date,open,high,low,close,volume,dividends,stock_splits,Mkt-RF,SMB,HML,RMW,CMA,RF,ads_index,SP500,BAMLH0A0HYM2,BAMLH0A0HYM2EY,CBBTCUSD,CBETHUSD,DAAA,DBAA,DCOILBRENTEU,DCOILWTICO,DEXJPUS,DEXUSEU,DEXUSUK,DHHNGSP,T10Y3M,T10YIE,USRECD,USRECDM,USRECDP,VIXCLS,close_lag1,close_lag3,close_lag5,open_lag1,open_lag3,open_lag5,high_lag1,high_lag3,high_lag5,low_lag1,low_lag3,low_lag5,close_ma5,close_ma10,close_vol5,close_vol10,close_SP500_product,close_SP500_ratio,close_VIXCLS_product,close_VIXCLS_ratio,SP500_VIXCLS_product,SP500_VIXCLS_ratio,RSI,MACD,MACD_signal,MA20,BB_upper,BB_lower
2014-12-25,-1.2791867969047759,-1.2778139095654113,-1.274729853477845,-1.274325633865205,-0.7599571131014166,-0.027847699683560257,-0.019687480773953946,0.2991983226180429,0.522262837145835,-0.33373629085918977,-0.20029260351628533,-0.30911276773352314,-0.8750837118949908,0.06335110264323894,-1.1738287449947427,0.4770680239644557,0.05065688084776517,-0.9197294947022479,-0.8642441073791609,0.04393609296724684,-0.4025789839413985,-0.4642501755284332,-0.40081717437537273,0.05732854510181343,1.881165228096487,2.4353338785482146,-0.2415752262940547,1.4091200412718903,-0.8211956554322325,-0.1316940350986619,-0.13016326052032848,-0.12861549536464442,-0.5217001716349123,-1.2791770854600375,-1.2837177353661924,-1.3035824687417648,-1.2764788247421937,-1.2969814341873882,-1.3014926979513202,-1.280737441866859,-1.2883311125680623,-1.3068331107714612,-1.274667901118378,-1.2910285502624037,-1.3068056062184439,-1.2830094496712552,-1.2957405394498793,-0.7129278997085022,-0.6813378674061973,-1.0163143165890656,-1.9093417310720546,-1.1754613813601138,-1.0514248249009157,-1.036511711945768,-0.6982451504014987,0.10467862102886343,-0.34817474090656814,-0.4660744121418059,-1.2860491782993686,-1.2832610716866455,-1.2851219062046135
2014-12-26,-1.2791867969047759,-1.2778139095654113,-1.274729853477845,-1.274325633865205,-0.7599571131014166,-0.027847699683560257,-0.019687480773953946,0.2991983226180429,0.522262837145835,-0.33373629085918977,-0.20029260351628533,-0.30911276773352314,-0.8750837118949908,0.05728497903257861,-1.1738287449947427,0.4770680239644557,0.05065688084776517,-0.9197294947022479,-0.8642441073791609,0.04393609296724684,-0.4025789839413985,-0.4642501755284332,-0.40081717437537273,0.05732854510181343,1.881165228096487,2.4353338785482146,-0.2415752262940547,1.4091200412718903,-0.8211956554322325,-0.1316940350986619,-0.13016326052032848,-0.12861549536464442,-0.5217001716349123,-1.2737850550899066,-1.276105977603212,-1.2971967961581978,-1.278700007739482,-1.2806215678929838,-1.300313991702604,-1.2772974213002612,-1.2774723423389676,-1.3015183941708264,-1.2742047373666643,-1.275412734124542,-1.3040661051622127,-1.2779561216193718,-1.2933814729525095,-0.9274110540445316,-0.6373317457131464,-1.0163143165890656,-1.9093417310720546,-1.1754613813601138,-1.0514248249009157,-1.036511711945768,-0.6982451504014987,0.03282025442268511,-0.3102081697521209,-0.4386765923590415,-1.2864965525303727,-1.2848021275277495,-1.2843378551904612
2014-12-29,-1.2749941283606874,-1.2770241416289847,-1.2727479622886957,-1.2792680897806417,0.547100899217066,-0.027847699683560257,-0.019687480773953946,0.07261754284976527,0.3314832681135416,0.6582312781659985,0.3222753733178358,0.3534219673087196,-0.8750837118949908,0.03906242321083394,-1.1721128186576149,0.5024905075473163,0.04342378671919251,-0.9197294947022479,-0.8642441073791609,-0.005048380444616621,-0.4025789839413985,-0.4642501755284332,-0.4621151183733156,0.05732854510181343,1.881165228096487,2.4353338785482146,-0.023647071348934613,1.36461864604926,-0.8737960348058591,-0.1316940350986619,-0.13016326052032848,-0.12861549536464442,-0.44459808181380756,-1.2737850550899066,-1.2782706813024667,-1.2827524282928149,-1.278700007739482,-1.2755488249151228,-1.2960471330007513,-1.2772974213002612,-1.2798117138974074,-1.287345817332388,-1.2742047373666643,-1.2737715132637106,-1.290094845934063,-1.2767774879598537,-1.2908502781965823,-1.0024935039275173,-0.6322522183188432,-1.017858455017167,-1.9306763661569588,-1.162985679189239,-1.081322126500641,-0.9967237158833361,-0.7649822231211145,-0.2666003800926845,-0.29059150848484466,-0.4125454751814135,-1.2866350276079908,-1.2851424771993964,-1.2842488540026626
2014-12-30,-1.2815004289269545,-1.2840970013627457,-1.2769609455515256,-1.2816512792602952,-0.8369685202729731,-0.027847699683560257,-0.019687480773953946,-0.45897582506811685,0.12602834761722587,0.37958870259712546,-0.14222949497916076,0.6740032907162564,-0.8750837118949908,0.03297065517137249,-1.181855467082862,0.5194388299358903,0.03619069259061985,-0.9197294947022479,-0.8642441073791609,-0.02954061715054835,-0.4025789839413985,-0.4642501755284332,-0.4252278600382704,-0.02319037678314375,1.8715576312550395,2.487027087760605,0.022580113033363828,1.346818087960208,-0.9000962244926723,-0.1316940350986619,-0.13016326052032848,-0.12861549536464442,-0.3261913010171111,-1.278730680852841,-1.272870642002655,-1.275129729042856,-1.2745044042550246,-1.2777732842211018,-1.2796635133754752,-1.2765071251778475,-1.276366656184846,-1.276471716490853,-1.2722215452160908,-1.2733076501761322,-1.274456088708863,-1.2775985343386134,-1.2864740392891527,-0.973120623441474,-0.7641859583251094,-1.0197750607444624,-1.9279409013563595,-1.140631293342486,-1.1181475966616325,-0.9423622503021215,-0.8687230770872847,-0.06031484024579447,-0.2799659268018718,-0.38935863846244023,-1.2868309036161993,-1.2855822560387389,-1.2841698052358361
2014-12-31,-1.2782355122330569,-1.2834465910222657,-1.2810077255581003,-1.2870750062031957,-0.6188684179905064,-0.027847699683560257,-0.019687480773953946,-0.8511348669747513,0.7277177576421506,-0.4340476180639841,-0.29706445107815965,-0.39460112064219965,-0.8750837118949908,0.026865682683476864,-1.2023035892669662,0.5702837971016108,0.07235616323348379,-0.9197294947022479,-0.8642441073791609,-0.041786735503513944,-0.4025789839413985,-0.4642501755284332,-0.4626575780547132,0.010195517656960126,1.731286717369887,2.4923019050271775,0.022580113033363828,1.311216971782104,-0.7948954657454192,-0.1316940350986619,-0.13016326052032848,-0.12861549536464442,0.1254066536493593,-1.2811153987927046,-1.272870642002655,-1.277297544385712,-1.2810152593440216,-1.2777732842211018,-1.274583405145343,-1.2835847151433983,-1.276366656184846,-1.2788143908172822,-1.276437293983271,-1.2733076501761322,-1.2728124567418313,-1.279073587494607,-1.283619809308262,-0.892903681816485,-0.8894461197109649,-1.0239170173570817,-1.923775708030494,-1.0539216508313871,-1.225399107905938,-0.729206401317192,-1.1674371465679854,-0.35320558168073946,-0.28316971846305056,-0.3714972132902721,-1.287204304986208,-1.2862512498156984,-1.2842095881707472
2015-01-01,-1.2842720549159354,-1.2864662083324172,-1.2837610559247832,-1.288378164236236,-0.5101743517822694,-0.027847699683560257,-0.019687480773953946,-0.1452485915428094,-0.8131941460802177,0.10094612702825227,-0.5293168852266579,0.2679336144000431,-0.8750837118949908,0.020745073348751298,-1.2029708939536272,0.604180441878758,0.07958925736205645,-0.9197294947022479,-0.8642441073791609,-0.10301732726834353,-0.4025789839413985,-0.4642501755284332,-0.5022571347967473,0.033107405998208855,1.5660360516969707,2.2633748356580154,-0.06327037224804744,1.284516134648526,-0.7159948966849795,-0.1316940350986619,-0.13016326052032848,-0.12861549536464442,-0.06872539393592224,-1.2865426042466068,-1.2778236136383392,-1.271889742823684,-1.2777480571520685,-1.2735714921010501,-1.2768110942037512,-1.2829338698173842,-1.275575202849315,-1.27536446930859,-1.2804867303943497,-1.2713214635826806,-1.2723479121962036,-1.281889617694054,-1.2818596458169094,-0.8774826837467348,-0.9827392589980918,-1.0244410582716064,-1.9280832626390811,-1.0938679602425652,-1.1872592865712668,-0.8261316362198513,-1.0596309422998285,-0.003890807778440809,-0.2881408669100004,-0.3582756737436354,-1.287975376110994,-1.2879996963427265,-1.2838790154991775
2015-01-02,-1.2842720549159354,-1.2864662083324172,-1.2837610559247832,-1.288378164236236,-0.5101743517822694,-0.027847699683560257,-0.019687480773953946,-0.1452485915428094,-0.8131941460802177,0.10094612702825227,-0.5293168852266579,0.2679336144000431,-0.8750837118949908,0.014915656850547809,-1.2029708939536272,0.604180441878758,0.07958925736205645,-0.9197294947022479,-0.8642441073791609,-0.10301732726834353,-0.4025789839413985,-0.4642501755284332,-0.5022571347967473,0.033107405998208855,1.5660360516969707,2.2633748356580154,-0.06327037224804744,1.284516134648526,-0.7159948966849795,-0.1316940350986619,-0.13016326052032848,-0.12861549536464442,-0.06872539393592224,-1.2878465980609468,-1.28021187366476,-1.271889742823684,-1.2837888255190482,-1.2800919508882287,-1.2768110942037512,-1.2859555066062658,-1.2826631563731754,-1.27536446930859,-1.2832418681138351,-1.2755435777536712,-1.2723479121962036,-1.2847056478935008,-1.280738469994526,-0.9385798799298614,-1.0548021204779525,-1.0244410582716064,-1.9280832626390811,-1.0938679602425652,-1.1872592865712668,-0.8261316362198513,-1.0596309422998285,0.24607270558783206,-0.29158389458106754,-0.34843786447844466,-1.287888384225607,-1.2879028749451007,-1.2838033532277404
2015-01-05,-1.2906726218839986,-1.295536653603716,-1.2957828266000087,-1.3002236718731142,0.3621073957032653,-0.027847699683560257,-0.019687480773953946,-1.644167596163723,0.3901846739696319,-0.7461273027011222,0.2642122647807112,-0.1595081501433393,-0.8750837118949908,-0.0008351652185131958,-1.2388337543995949,0.7143445374044863,0.13745401039063904,-0.9197294947022479,-0.8642441073791609,-0.20098627409207045,-0.4025789839413985,-0.4642501755284332,-0.6470938697299395,-0.0035516153477883642,1.3796486729728654,2.1293944770871245,0.07541118089884759,1.204413623247792,-0.9000962244926723,-0.1316940350986619,-0.13016326052032848,-0.12861549536464442,0.22453791199078,-1.2878465980609468,-1.2856471402948537,-1.2768498340861805,-1.2837888255190482,-1.2768199294792417,-1.2726032013884563,-1.2859555066062658,-1.2820113580287582,-1.2745718985846166,-1.2832418681138351,-1.2795991284517678,-1.2703588077097832,-1.2889050020639812,-1.2822522419759277,-0.8368591141111758,-0.9717599200902083,-1.032393886187682,-1.9300225444065418,-1.045652854157989,-1.2533785553646974,-0.7053009546420392,-1.2413436563444706,0.6448818355859244,-0.319752414304962,-0.34661706994996744,-1.2885553076812564,-1.2882538367435996,-1.2848235168250128
2015-01-06,-1.2984824650857274,-1.303410810360567,-1.310261171477904,-1.3152740315217955,1.1496647291356545,-0.027847699683560257,-0.019687480773953946,-0.946995966107484,-1.1213765268246916,-0.33373629085918977,0.9803239367385811,0.05421273212835189,-0.8750837118949908,-0.005492513175441026,-1.2559644189985857,0.8499311165130753,0.20255185754779426,-0.9197294947022479,-0.8642441073791609,-0.311201339268763,-0.4025789839413985,-0.4642501755284332,-0.7593830237792683,-0.0938899179504237,1.414236021602081,2.066096669888278,-0.0830820226976037,1.14211166993611,-1.1104977419871778,-0.1316940350986619,-0.13016326052032848,-0.12861549536464442,0.38975667589314716,-1.2996997028222872,-1.2869530709667494,-1.27924152710624,-1.290193872994497,-1.2828696081529918,-1.2791331274055144,-1.2950320180672223,-1.2850374193334997,-1.2816698590122217,-1.29527153017078,-1.2823584261829395,-1.2745871245594613,-1.2956427698009643,-1.2860401862691884,-0.6268942172572937,-0.822348954279222,-1.039300783760646,-1.969074171109128,-1.0273126711870946,-1.2908103252384102,-0.6373097325829298,-1.3256302638588053,-0.2966540358100609,-0.3739958711162912,-0.35680972365599145,-1.2902992391514019,-1.2884263554921112,-1.288329232250386
2015-01-07,-1.3096981468282247,-1.3146994826277427,-1.312516005176657,-1.3170233080436329,0.7024289916478325,-0.027847699683560257,-0.019687480773953946,0.9963699526742819,0.27278186225745144,-0.7238358966556123,0.4384015903920849,-0.28774067950635407,-0.8750837118949908,-0.009854498470025464,-1.233762238780973,0.799086149347354,0.14468710451921168,-0.9197294947022479,-0.8642441073791609,-0.29895522091579735,-0.4025789839413985,-0.4642501755284332,-0.7208683864000298,-0.011407119921930891,1.1913397748804706,1.9595453611035532,-0.017043187865748995,1.133211390891584,-1.0841975523003646,-0.1316940350986619,-0.13016326052032848,-0.12861549536464442,0.14055170700707623,-1.3147597150294703,-1.2869530709667494,-1.2846846066359174,-1.298009183221307,-1.2828696081529918,-1.2758563552604427,-1.3029114409523455,-1.2850374193334997,-1.281017140446859,-1.3097593789852566,-1.2823584261829395,-1.2786486332390015,-1.301644203007519,-1.289786873701503,-0.5542827952919049,-0.7308880093785063,-1.0375683445669737,-2.0038262547387697,-1.0765079032275695,-1.2518962454667193,-0.7428617296831138,-1.1969993552997185,-0.7403195146482946,-0.41889806983097294,-0.37460701346665237,-1.291653792489466,-1.2879018666217175,-1.2917927759864307
