Mkt-RF,SP500,VIXCLS,DEXJPUS,NIKKEI225,T10Y3M,ads_index,open,high,low,close
0.98,3294.61,24.28,106.11,22195.38,0.46,4.39829,105.547589597592,108.90082295688016,105.24763239474944,106.26701354980467
0.37,3306.51,23.76,105.87,22573.66,0.43,4.29637,106.45723702875506,108.0741064381544,105.73049720146491,106.9766845703125
0.78,3327.77,22.99,105.44,22514.85,0.45,4.19124,106.69622772643928,107.68634547097402,106.22799114818795,107.36443328857422
0.53,3349.16,22.65,105.52,22418.15,0.45,4.08287,107.69853801949762,111.60779813469348,107.10593202005622,111.11029815673828
0.02,3351.28,22.21,105.92,22329.94,0.47,3.97121,110.62901313901632,111.08831944509382,107.7827887960163,108.5841293334961
0.24,3360.47,22.13,105.85,0.0,0.48,3.625,110.0377600504952,111.18602564214744,107.49692512950055,110.16236114501952
-0.83,3333.69,24.03,106.56,22750.24,0.53,3.5176,109.42209791237327,109.92293287387172,106.62473178047048,106.88614654541016
1.4,3380.35,22.28,106.85,22843.96,0.58,3.41562,107.98311380892686,110.69741534181956,107.78766781512032,110.43844604492188
-0.01,3373.43,22.13,106.89,23249.61,0.61,3.31902,111.82613288186177,113.4019432467781,111.33506493957134,112.39293670654295
-0.04,3372.85,22.05,106.49,23289.36,0.61,3.22776,112.21702687763562,112.38315671121129,110.47264125773194,112.29276275634766
0.45,3381.99,21.35,105.97,23096.75,0.59,2.98138,113.42147334090498,113.44590595179098,111.36926077484388,111.99958038330078
0.22,3389.78,21.51,105.41,23051.08,0.58,2.90258,111.75039591924316,113.36040596268252,111.4132452430662,112.932861328125
-0.38,3374.85,22.54,105.71,23110.61,0.57,2.82467,113.34328297141184,114.4964320293074,112.97926170219972,113.07453918457033
0.31,3385.51,22.72,105.81,22880.62,0.54,2.74762,113.11608874312928,115.69845998827368,113.09898516926536,115.58363342285156
0.25,3397.16,22.54,105.88,22920.3,0.54,2.67141,116.54864902356864,122.0261091282877,116.53643644650698,121.53993225097656
0.92,3431.28,22.37,105.9,22985.51,0.53,2.4499,125.76896309003132,125.8544809609254,121.11728299530188,122.99359130859376
0.36,3443.62,22.03,106.4,23296.77,0.58,2.38157,121.85997972813014,122.33149853227027,120.25240793350208,121.9845733642578
1.0,3478.73,23.27,106.13,23290.86,0.58,2.31634,123.30875795981154,124.10276941646104,122.23622813651356,123.64346313476562
0.18,3484.55,24.47,106.42,23208.86,0.63,2.2542,124.24934123784334,124.58404636861816,121.0146560760878,122.16536712646484
0.7,3508.01,22.96,105.3,22882.65,0.64,2.19512,123.14506554561063,123.56528113571402,121.742721550448,121.96749114990234
-0.04,3500.31,26.41,105.84,23139.76,0.61,2.03625,124.67691417609949,128.01909016036274,123.13286534508173,126.10368347167967
0.92,3526.65,26.12,106.0,23138.07,0.56,1.98966,129.73908345304469,131.73267225845032,127.5598305623689,131.12677001953125
1.27,3580.84,26.57,106.15,23247.15,0.54,1.94559,134.45913740361388,134.840262361211,124.11011632214394,128.4099884033203
