Date,ADS_Index
1976:07:22,0.317615
1976:07:23,0.322906
1976:07:24,0.327504
1976:07:25,0.331408
1976:07:26,0.334883
1976:07:27,0.337929
1976:07:28,0.340548
1976:07:29,0.342741
1976:07:30,0.344508
1976:07:31,0.345851
1976:08:01,0.34677
1976:08:02,0.346941
1976:08:03,0.346363
1976:08:04,0.345037
1976:08:05,0.342962
1976:08:06,0.340137
1976:08:07,0.336561
1976:08:08,0.332232
1976:08:09,0.32777
1976:08:10,0.323172
1976:08:11,0.318436
1976:08:12,0.313561
1976:08:13,0.308545
1976:08:14,0.303385
1976:08:15,0.29808
1976:08:16,0.293263
1976:08:17,0.288933
1976:08:18,0.285087
1976:08:19,0.281725
1976:08:20,0.278844
1976:08:21,0.276444
1976:08:22,0.274524
1976:08:23,0.272014
1976:08:24,0.268912
1976:08:25,0.265217
1976:08:26,0.260928
1976:08:27,0.256043
1976:08:28,0.25056
1976:08:29,0.244477
1976:08:30,0.239278
1976:08:31,0.234959
1976:09:01,0.23152
1976:09:02,0.228273
1976:09:03,0.225215
1976:09:04,0.222346
1976:09:05,0.219665
1976:09:06,0.21425
1976:09:07,0.206099
1976:09:08,0.195209
1976:09:09,0.181576
1976:09:10,0.165194
1976:09:11,0.146056
1976:09:12,0.124156
1976:09:13,0.102054
1976:09:14,0.0797416
1976:09:15,0.0572098
1976:09:16,0.0344499
1976:09:17,0.0114528
1976:09:18,-0.0117904
1976:09:19,-0.0352889
1976:09:20,-0.0590477
1976:09:21,-0.0830761
1976:09:22,-0.107384
1976:09:23,-0.13198
1976:09:24,-0.156874
1976:09:25,-0.182077
1976:09:26,-0.207597
1976:09:27,-0.235031
1976:09:28,-0.26439
1976:09:29,-0.295685
1976:09:30,-0.328929
1976:10:01,-0.364134
1976:10:02,-0.396227
1976:10:03,-0.42522
1976:10:04,-0.450347
1976:10:05,-0.471619
1976:10:06,-0.489043
1976:10:07,-0.502627
1976:10:08,-0.512375
1976:10:09,-0.518292
1976:10:10,-0.520381
1976:10:11,-0.519138
1976:10:12,-0.514565
1976:10:13,-0.506658
1976:10:14,-0.495416
1976:10:15,-0.480832
1976:10:16,-0.462903
1976:10:17,-0.44162
1976:10:18,-0.416332
1976:10:19,-0.387029
1976:10:20,-0.353699
1976:10:21,-0.316329
1976:10:22,-0.274905
1976:10:23,-0.229411
1976:10:24,-0.179827
1976:10:25,-0.126133
1976:10:26,-0.0683077
1976:10:27,-0.00632761
1976:10:28,0.0598313
1976:10:29,0.130195
1976:10:30,0.204791
1976:10:31,0.283649
1976:11:01,0.365551
1976:11:02,0.443583
1976:11:03,0.517775
1976:11:04,0.588158
1976:11:05,0.654759
1976:11:06,0.717603
1976:11:07,0.776716
1976:11:08,0.832913
1976:11:09,0.886216
1976:11:10,0.936646
1976:11:11,0.984222
1976:11:12,1.02896
1976:11:13,1.07089
1976:11:14,1.11001
1976:11:15,1.14783
1976:11:16,1.18435
1976:11:17,1.21959
1976:11:18,1.25357
1976:11:19,1.28629
1976:11:20,1.31778
1976:11:21,1.34803
1976:11:22,1.37459
1976:11:23,1.39745
1976:11:24,1.41663
1976:11:25,1.43213
1976:11:26,1.44397
1976:11:27,1.45214
1976:11:28,1.45664
1976:11:29,1.46
1976:11:30,1.46221
1976:12:01,1.46327
1976:12:02,1.46355
1976:12:03,1.46304
1976:12:04,1.46176
1976:12:05,1.45969
1976:12:06,1.45542
1976:12:07,1.44894
1976:12:08,1.44025
1976:12:09,1.42934
1976:12:10,1.41621
1976:12:11,1.40086
1976:12:12,1.38328
1976:12:13,1.3624
1976:12:14,1.3382
1976:12:15,1.31069
1976:12:16,1.27984
1976:12:17,1.24564
1976:12:18,1.20809
1976:12:19,1.16717
1976:12:20,1.1227
1976:12:21,1.07466
1976:12:22,1.02304
1976:12:23,0.967812
1976:12:24,0.908958
1976:12:25,0.846454
1976:12:26,0.780276
1976:12:27,0.71389
1976:12:28,0.647271
1976:12:29,0.580393
1976:12:30,0.513228
1976:12:31,0.445752
1977:01:01,0.377936
1977:01:02,0.315738
1977:01:03,0.25864
1977:01:04,0.20662
1977:01:05,0.159659
1977:01:06,0.117736
1977:01:07,0.0808372
1977:01:08,0.0489465
1977:01:09,0.0220516
1977:01:10,-0.00364999
1977:01:11,-0.0281684
1977:01:12,-0.0515133
1977:01:13,-0.0736938
1977:01:14,-0.0947187
1977:01:15,-0.114596
1977:01:16,-0.133334
1977:01:17,-0.146337
1977:01:18,-0.153611
1977:01:19,-0.155157
1977:01:20,-0.150978
1977:01:21,-0.14107
1977:01:22,-0.12543
1977:01:23,-0.104053
1977:01:24,-0.0793883
1977:01:25,-0.0514267
1977:01:26,-0.0201571
1977:01:27,0.0144326
1977:01:28,0.0523562
1977:01:29,0.0936286
1977:01:30,0.138266
1977:01:31,0.192855
1977:02:01,0.257418
1977:02:02,0.326972
1977:02:03,0.401546
1977:02:04,0.481168
1977:02:05,0.56587
1977:02:06,0.655686
1977:02:07,0.740408
1977:02:08,0.820071
1977:02:09,0.894705
1977:02:10,0.96434
1977:02:11,1.029
1977:02:12,1.08872
1977:02:13,1.14351
1977:02:14,1.1938
1977:02:15,1.2396
1977:02:16,1.28094
1977:02:17,1.31782
1977:02:18,1.35026
1977:02:19,1.37828
1977:02:20,1.40189
1977:02:21,1.42288
1977:02:22,1.44126
1977:02:23,1.45704
1977:02:24,1.47022
1977:02:25,1.48082
1977:02:26,1.48883
1977:02:27,1.49426
1977:02:28,1.4987
1977:03:01,1.50216
1977:03:02,1.50486
1977:03:03,1.5068
1977:03:04,1.50798
1977:03:05,1.50841
1977:03:06,1.50807
1977:03:07,1.50675
1977:03:08,1.50444
1977:03:09,1.50114
1977:03:10,1.49685
1977:03:11,1.49158
1977:03:12,1.4853
1977:03:13,1.47804
1977:03:14,1.47066
1977:03:15,1.46319
1977:03:16,1.4556
1977:03:17,1.4479
1977:03:18,1.44008
1977:03:19,1.43214
1977:03:20,1.42409
1977:03:21,1.41469
1977:03:22,1.40395
1977:03:23,1.39185
1977:03:24,1.37841
1977:03:25,1.36361
1977:03:26,1.34744
1977:03:27,1.3299
1977:03:28,1.31127
1977:03:29,1.29155
1977:03:30,1.27072
1977:03:31,1.24877
1977:04:01,1.22571
1977:04:02,1.20277
1977:04:03,1.17995
1977:04:04,1.15866
1977:04:05,1.1389
1977:04:06,1.12065
1977:04:07,1.10392
1977:04:08,1.08869
1977:04:09,1.07496
1977:04:10,1.06273
1977:04:11,1.05014
1977:04:12,1.03719
1977:04:13,1.02389
1977:04:14,1.01021
1977:04:15,0.996167
1977:04:16,0.981742
1977:04:17,0.966934
1977:04:18,0.953023
1977:04:19,0.940003
1977:04:20,0.92787
1977:04:21,0.916617
1977:04:22,0.906242
1977:04:23,0.89674
1977:04:24,0.888107
1977:04:25,0.879714
1977:04:26,0.871557
1977:04:27,0.863634
1977:04:28,0.85594
1977:04:29,0.848474
1977:04:30,0.841233
1977:05:01,0.834212
1977:05:02,0.82817
1977:05:03,0.823102
1977:05:04,0.819008
1977:05:05,0.815885
1977:05:06,0.813732
1977:05:07,0.812549
1977:05:08,0.812335
1977:05:09,0.812556
1977:05:10,0.813212
1977:05:11,0.814303
1977:05:12,0.815829
1977:05:13,0.817792
1977:05:14,0.820192
1977:05:15,0.823029
1977:05:16,0.826168
1977:05:17,0.82961
1977:05:18,0.833356
1977:05:19,0.837408
1977:05:20,0.841767
1977:05:21,0.846435
1977:05:22,0.851414
1977:05:23,0.857247
1977:05:24,0.863937
1977:05:25,0.871487
1977:05:26,0.879898
1977:05:27,0.889176
1977:05:28,0.899322
1977:05:29,0.910342
1977:05:30,0.921166
1977:05:31,0.931799
1977:06:01,0.942244
1977:06:02,0.951069
1977:06:03,0.958277
1977:06:04,0.963871
1977:06:05,0.967852
1977:06:06,0.970796
1977:06:07,0.972702
1977:06:08,0.973571
1977:06:09,0.973404
1977:06:10,0.972201
1977:06:11,0.969961
1977:06:12,0.966684
1977:06:13,0.962631
1977:06:14,0.957801
1977:06:15,0.952193
1977:06:16,0.945804
1977:06:17,0.938632
1977:06:18,0.930673
1977:06:19,0.921925
1977:06:20,0.912605
1977:06:21,0.902709
1977:06:22,0.892234
1977:06:23,0.881176
1977:06:24,0.869529
1977:06:25,0.85729
1977:06:26,0.844454
1977:06:27,0.830059
1977:06:28,0.814099
1977:06:29,0.796569
1977:06:30,0.77746
1977:07:01,0.756767
1977:07:02,0.735673
1977:07:03,0.714171
1977:07:04,0.693398
1977:07:05,0.673344
1977:07:06,0.654003
1977:07:07,0.635367
1977:07:08,0.617428
1977:07:09,0.600179
1977:07:10,0.583613
1977:07:11,0.567452
1977:07:12,0.551688
1977:07:13,0.536316
1977:07:14,0.521329
1977:07:15,0.506722
1977:07:16,0.492488
1977:07:17,0.478623
1977:07:18,0.464842
1977:07:19,0.451141
1977:07:20,0.437515
1977:07:21,0.423956
1977:07:22,0.410462
1977:07:23,0.397025
1977:07:24,0.383641
1977:07:25,0.370338
1977:07:26,0.357111
1977:07:27,0.343953
1977:07:28,0.330861
1977:07:29,0.317829
1977:07:30,0.304852
1977:07:31,0.291924
1977:08:01,0.279622
1977:08:02,0.269116
1977:08:03,0.260403
1977:08:04,0.253479
1977:08:05,0.248342
1977:08:06,0.244989
1977:08:07,0.24342
1977:08:08,0.242195
1977:08:09,0.241314
1977:08:10,0.240776
1977:08:11,0.240582
1977:08:12,0.240731
1977:08:13,0.241223
1977:08:14,0.242059
1977:08:15,0.244442
1977:08:16,0.248374
1977:08:17,0.253856
1977:08:18,0.26089
1977:08:19,0.269478
1977:08:20,0.279625
1977:08:21,0.291335
1977:08:22,0.304176
1977:08:23,0.318155
1977:08:24,0.333276
1977:08:25,0.349546
1977:08:26,0.366971
1977:08:27,0.385557
1977:08:28,0.405313
1977:08:29,0.426759
1977:08:30,0.449903
1977:08:31,0.474754
1977:09:01,0.501322
1977:09:02,0.526752
1977:09:03,0.551053
1977:09:04,0.574234
1977:09:05,0.595245
1977:09:06,0.614094
1977:09:07,0.630789
1977:09:08,0.645335
1977:09:09,0.657739
1977:09:10,0.668006
1977:09:11,0.676139
1977:09:12,0.682948
1977:09:13,0.688436
1977:09:14,0.692604
1977:09:15,0.695454
1977:09:16,0.696988
1977:09:17,0.697205
1977:09:18,0.696107
1977:09:19,0.694375
1977:09:20,0.69201
1977:09:21,0.689011
1977:09:22,0.685375
1977:09:23,0.681102
1977:09:24,0.676191
1977:09:25,0.670638
1977:09:26,0.66219
1977:09:27,0.650844
1977:09:28,0.636593
1977:09:29,0.619434
1977:09:30,0.599359
1977:10:01,0.57636
1977:10:02,0.552854
1977:10:03,0.530999
1977:10:04,0.510788
1977:10:05,0.492211
1977:10:06,0.475263
1977:10:07,0.459935
1977:10:08,0.446222
1977:10:09,0.434119
1977:10:10,0.422542
1977:10:11,0.411486
1977:10:12,0.400947
1977:10:13,0.390921
1977:10:14,0.381403
1977:10:15,0.372391
1977:10:16,0.363879
1977:10:17,0.35694
1977:10:18,0.351571
1977:10:19,0.347768
1977:10:20,0.345532
1977:10:21,0.34486
1977:10:22,0.345753
1977:10:23,0.348211
1977:10:24,0.350306
1977:10:25,0.352038
1977:10:26,0.353407
1977:10:27,0.354416
1977:10:28,0.355063
1977:10:29,0.355349
1977:10:30,0.355275
1977:10:31,0.35676
1977:11:01,0.359805
1977:11:02,0.363409
1977:11:03,0.367571
1977:11:04,0.372293
1977:11:05,0.377578
1977:11:06,0.383428
1977:11:07,0.387645
1977:11:08,0.390232
1977:11:09,0.391189
1977:11:10,0.390517
1977:11:11,0.388215
1977:11:12,0.384283
1977:11:13,0.378719
1977:11:14,0.374111
1977:11:15,0.370457
1977:11:16,0.367756
1977:11:17,0.366007
1977:11:18,0.365208
1977:11:19,0.36536
1977:11:20,0.366463
1977:11:21,0.367096
1977:11:22,0.36726
1977:11:23,0.366954
1977:11:24,0.366179
1977:11:25,0.364934
1977:11:26,0.363219
1977:11:27,0.361033
1977:11:28,0.359228
1977:11:29,0.357804
1977:11:30,0.356761
1977:12:01,0.356097
1977:12:02,0.353723
1977:12:03,0.349638
1977:12:04,0.343841
1977:12:05,0.335612
1977:12:06,0.32495
1977:12:07,0.311849
1977:12:08,0.296304
1977:12:09,0.27831
1977:12:10,0.257859
1977:12:11,0.234943
1977:12:12,0.20944
1977:12:13,0.181341
1977:12:14,0.150633
1977:12:15,0.117306
1977:12:16,0.081345
1977:12:17,0.0427368
1977:12:18,0.00146615
1977:12:19,-0.0429769
1977:12:20,-0.0906099
1977:12:21,-0.141452
1977:12:22,-0.195522
1977:12:23,-0.252842
1977:12:24,-0.313435
1977:12:25,-0.377323
1977:12:26,-0.443015
1977:12:27,-0.510536
1977:12:28,-0.579913
1977:12:29,-0.651172
1977:12:30,-0.724343
1977:12:31,-0.799452
1978:01:01,-0.876531
1978:01:02,-0.948875
1978:01:03,-1.01651
1978:01:04,-1.07947
1978:01:05,-1.13777
1978:01:06,-1.19144
1978:01:07,-1.2405
1978:01:08,-1.28497
1978:01:09,-1.32424
1978:01:10,-1.35833
1978:01:11,-1.38725
1978:01:12,-1.41101
1978:01:13,-1.42963
1978:01:14,-1.4431
1978:01:15,-1.45144
1978:01:16,-1.45412
1978:01:17,-1.45113
1978:01:18,-1.44247
1978:01:19,-1.42814
1978:01:20,-1.40814
1978:01:21,-1.38246
1978:01:22,-1.35108
1978:01:23,-1.31387
1978:01:24,-1.27081
1978:01:25,-1.22189
1978:01:26,-1.16708
1978:01:27,-1.10637
1978:01:28,-1.03973
1978:01:29,-0.967135
1978:01:30,-0.88912
1978:01:31,-0.805655
1978:02:01,-0.716707
1978:02:02,-0.62993
1978:02:03,-0.545291
1978:02:04,-0.462755
1978:02:05,-0.382291
1978:02:06,-0.303078
1978:02:07,-0.225086
1978:02:08,-0.148283
1978:02:09,-0.0726395
1978:02:10,0.00187402
1978:02:11,0.0752872
1978:02:12,0.147629
1978:02:13,0.220954
1978:02:14,0.295291
1978:02:15,0.370669
1978:02:16,0.447118
1978:02:17,0.524669
1978:02:18,0.603351
1978:02:19,0.683196
1978:02:20,0.759192
1978:02:21,0.83137
1978:02:22,0.899758
1978:02:23,0.964382
1978:02:24,1.02527
1978:02:25,1.08244
1978:02:26,1.13592
1978:02:27,1.18762
1978:02:28,1.23754
1978:03:01,1.28572
1978:03:02,1.33308
1978:03:03,1.37963
1978:03:04,1.4254
1978:03:05,1.47041
1978:03:06,1.51559
1978:03:07,1.56096
1978:03:08,1.60655
1978:03:09,1.65238
1978:03:10,1.69845
1978:03:11,1.74479
1978:03:12,1.79141
1978:03:13,1.83765
1978:03:14,1.88354
1978:03:15,1.92908
1978:03:16,1.97429
1978:03:17,2.0192
1978:03:18,2.06382
1978:03:19,2.10817
1978:03:20,2.15228
1978:03:21,2.19618
1978:03:22,2.23988
1978:03:23,2.28341
1978:03:24,2.32676
1978:03:25,2.36998
1978:03:26,2.41306
1978:03:27,2.4565
1978:03:28,2.50033
1978:03:29,2.54455
1978:03:30,2.58919
1978:03:31,2.63425
1978:04:01,2.67977
1978:04:02,2.72101
1978:04:03,2.75865
1978:04:04,2.79271
1978:04:05,2.82319
1978:04:06,2.85012
1978:04:07,2.8735
1978:04:08,2.89334
1978:04:09,2.90965
1978:04:10,2.92028
1978:04:11,2.92524
1978:04:12,2.92453
1978:04:13,2.91816
1978:04:14,2.90611
1978:04:15,2.88838
1978:04:16,2.86497
1978:04:17,2.83789
1978:04:18,2.80714
1978:04:19,2.77269
1978:04:20,2.73454
1978:04:21,2.69268
1978:04:22,2.64707
1978:04:23,2.59772
1978:04:24,2.54434
1978:04:25,2.48691
1978:04:26,2.4254
1978:04:27,2.3598
1978:04:28,2.29008
1978:04:29,2.21622
1978:04:30,2.13817
1978:05:01,2.05609
1978:05:02,1.97774
1978:05:03,1.90309
1978:05:04,1.83212
1978:05:05,1.76479
1978:05:06,1.70108
1978:05:07,1.64097
1978:05:08,1.58339
1978:05:09,1.52832
1978:05:10,1.47574
1978:05:11,1.42563
1978:05:12,1.37797
1978:05:13,1.33274
1978:05:14,1.28992
1978:05:15,1.25054
1978:05:16,1.21458
1978:05:17,1.18203
1978:05:18,1.15287
1978:05:19,1.12709
1978:05:20,1.10469
1978:05:21,1.08565
1978:05:22,1.06869
1978:05:23,1.0538
1978:05:24,1.04099
1978:05:25,1.03025
1978:05:26,1.02156
1978:05:27,1.01494
1978:05:28,1.01037
1978:05:29,1.00819
1978:05:30,1.00841
1978:05:31,1.01102
1978:06:01,1.01602
1978:06:02,1.01866
1978:06:03,1.01893
1978:06:04,1.01684
1978:06:05,1.01369
1978:06:06,1.00947
1978:06:07,1.0042
1978:06:08,0.997851
1978:06:09,0.990438
1978:06:10,0.981953
1978:06:11,0.972394
1978:06:12,0.960593
1978:06:13,0.946545
1978:06:14,0.930246
1978:06:15,0.911689
1978:06:16,0.890866
1978:06:17,0.867769
1978:06:18,0.842389
1978:06:19,0.815098
1978:06:20,0.785886
1978:06:21,0.75474
1978:06:22,0.721648
1978:06:23,0.686598
1978:06:24,0.649576
1978:06:25,0.610566
1978:06:26,0.570162
1978:06:27,0.528348
1978:06:28,0.485108
1978:06:29,0.440424
1978:06:30,0.394279
1978:07:01,0.346654
1978:07:02,0.302365
1978:07:03,0.260929
1978:07:04,0.222329
1978:07:05,0.18655
1978:07:06,0.153578
1978:07:07,0.1234
1978:07:08,0.0960035
1978:07:09,0.0713786
1978:07:10,0.0489597
1978:07:11,0.0287382
1978:07:12,0.0107061
1978:07:13,-0.00514376
1978:07:14,-0.0188176
1978:07:15,-0.0303207
1978:07:16,-0.0396577
1978:07:17,-0.0467993
1978:07:18,-0.0517482
1978:07:19,-0.0545063
1978:07:20,-0.0550749
1978:07:21,-0.0534541
1978:07:22,-0.0496432
1978:07:23,-0.0436408
1978:07:24,-0.0354431
1978:07:25,-0.0250469
1978:07:26,-0.0124481
1978:07:27,0.0023583
1978:07:28,0.0193781
1978:07:29,0.0386179
1978:07:30,0.0600854
1978:07:31,0.0848002
1978:08:01,0.112772
1978:08:02,0.140222
1978:08:03,0.16716
1978:08:04,0.193597
1978:08:05,0.219544
1978:08:06,0.24501
1978:08:07,0.268688
1978:08:08,0.290586
1978:08:09,0.310714
1978:08:10,0.329079
1978:08:11,0.345688
1978:08:12,0.360549
1978:08:13,0.373666
1978:08:14,0.385043
1978:08:15,0.394684
1978:08:16,0.402594
1978:08:17,0.408774
1978:08:18,0.413228
1978:08:19,0.415958
1978:08:20,0.416964
1978:08:21,0.41628
1978:08:22,0.413906
1978:08:23,0.409841
1978:08:24,0.404083
1978:08:25,0.39663
1978:08:26,0.387479
1978:08:27,0.376626
1978:08:28,0.363593
1978:08:29,0.348375
1978:08:30,0.330966
1978:08:31,0.311358
1978:09:01,0.289544
1978:09:02,0.268444
1978:09:03,0.248049
1978:09:04,0.23031
1978:09:05,0.215219
1978:09:06,0.20277
1978:09:07,0.192958
1978:09:08,0.18578
1978:09:09,0.181233
1978:09:10,0.179314
1978:09:11,0.17828
1978:09:12,0.178131
1978:09:13,0.178866
1978:09:14,0.180485
1978:09:15,0.18299
1978:09:16,0.186381
1978:09:17,0.190659
1978:09:18,0.196539
1978:09:19,0.204023
1978:09:20,0.213113
1978:09:21,0.223813
1978:09:22,0.236127
1978:09:23,0.250061
1978:09:24,0.265619
1978:09:25,0.282549
1978:09:26,0.300859
1978:09:27,0.320554
1978:09:28,0.341644
1978:09:29,0.364136
1978:09:30,0.38804
1978:10:01,0.413363
1978:10:02,0.438901
1978:10:03,0.464661
1978:10:04,0.490655
1978:10:05,0.516893
1978:10:06,0.543385
1978:10:07,0.570141
1978:10:08,0.597173
1978:10:09,0.622181
1978:10:10,0.645177
1978:10:11,0.666169
1978:10:12,0.685166
1978:10:13,0.702174
1978:10:14,0.717201
1978:10:15,0.730252
1978:10:16,0.743536
1978:10:17,0.757058
1978:10:18,0.770823
1978:10:19,0.784836
1978:10:20,0.799102
1978:10:21,0.813629
1978:10:22,0.82842
1978:10:23,0.841524
1978:10:24,0.852945
1978:10:25,0.862688
1978:10:26,0.870757
1978:10:27,0.877154
1978:10:28,0.881883
1978:10:29,0.884945
1978:10:30,0.887362
1978:10:31,0.889134
1978:11:01,0.890263
1978:11:02,0.890661
1978:11:03,0.890327
1978:11:04,0.889262
1978:11:05,0.887464
1978:11:06,0.884299
1978:11:07,0.879764
1978:11:08,0.873857
1978:11:09,0.866577
1978:11:10,0.85792
1978:11:11,0.847883
1978:11:12,0.836463
1978:11:13,0.825944
1978:11:14,0.816322
1978:11:15,0.807594
1978:11:16,0.799756
1978:11:17,0.792805
1978:11:18,0.786739
1978:11:19,0.781555
1978:11:20,0.776338
1978:11:21,0.771086
1978:11:22,0.765798
1978:11:23,0.760471
1978:11:24,0.755103
1978:11:25,0.749692
1978:11:26,0.744236
1978:11:27,0.738793
1978:11:28,0.733363
1978:11:29,0.727941
1978:11:30,0.722527
1978:12:01,0.717118
1978:12:02,0.711436
1978:12:03,0.70548
1978:12:04,0.696948
1978:12:05,0.685837
1978:12:06,0.672142
1978:12:07,0.655859
1978:12:08,0.636981
1978:12:09,0.6155
1978:12:10,0.591409
1978:12:11,0.566272
1978:12:12,0.540079
1978:12:13,0.512822
1978:12:14,0.484488
1978:12:15,0.455066
1978:12:16,0.424546
1978:12:17,0.392915
1978:12:18,0.360228
1978:12:19,0.326474
1978:12:20,0.291639
1978:12:21,0.255708
1978:12:22,0.218669
1978:12:23,0.180506
1978:12:24,0.141204
1978:12:25,0.100767
1978:12:26,0.0591794
1978:12:27,0.0164242
1978:12:28,-0.0275152
1978:12:29,-0.072656
1978:12:30,-0.119016
1978:12:31,-0.166614
1979:01:01,-0.215724
1979:01:02,-0.262103
1979:01:03,-0.305769
1979:01:04,-0.346739
1979:01:05,-0.385029
1979:01:06,-0.420655
1979:01:07,-0.453631
1979:01:08,-0.482542
1979:01:09,-0.5074
1979:01:10,-0.528216
1979:01:11,-0.544997
1979:01:12,-0.557749
1979:01:13,-0.566479
1979:01:14,-0.571189
1979:01:15,-0.57584
1979:01:16,-0.580434
1979:01:17,-0.584973
1979:01:18,-0.589458
1979:01:19,-0.593891
1979:01:20,-0.598274
1979:01:21,-0.602609
1979:01:22,-0.604243
1979:01:23,-0.603176
1979:01:24,-0.599408
1979:01:25,-0.592938
1979:01:26,-0.583762
1979:01:27,-0.571878
1979:01:28,-0.55728
1979:01:29,-0.5399
1979:01:30,-0.519731
1979:01:31,-0.496765
1979:02:01,-0.470993
1979:02:02,-0.444707
1979:02:03,-0.417897
1979:02:04,-0.390552
1979:02:05,-0.362406
1979:02:06,-0.333447
1979:02:07,-0.303664
1979:02:08,-0.273045
1979:02:09,-0.241578
1979:02:10,-0.209252
1979:02:11,-0.176052
1979:02:12,-0.142062
1979:02:13,-0.107269
1979:02:14,-0.0716589
1979:02:15,-0.0352176
1979:02:16,0.00206918
1979:02:17,0.0402161
1979:02:18,0.0792381
1979:02:19,0.118511
1979:02:20,0.158051
1979:02:21,0.197873
1979:02:22,0.237993
1979:02:23,0.278427
1979:02:24,0.31919
1979:02:25,0.360298
1979:02:26,0.401885
1979:02:27,0.443965
1979:02:28,0.486556
1979:03:01,0.529674
1979:03:02,0.567322
1979:03:03,0.599515
1979:03:04,0.626265
1979:03:05,0.648189
1979:03:06,0.665294
1979:03:07,0.677587
1979:03:08,0.685074
1979:03:09,0.687756
1979:03:10,0.685636
1979:03:11,0.678713
1979:03:12,0.666442
1979:03:13,0.648819
1979:03:14,0.625838
1979:03:15,0.597488
1979:03:16,0.563759
1979:03:17,0.524638
1979:03:18,0.480108
1979:03:19,0.430022
1979:03:20,0.374358
1979:03:21,0.313096
1979:03:22,0.24621
1979:03:23,0.173675
1979:03:24,0.0954614
1979:03:25,0.0115396
1979:03:26,-0.0776101
1979:03:27,-0.172023
1979:03:28,-0.271735
1979:03:29,-0.376787
1979:03:30,-0.487219
1979:03:31,-0.603075
1979:04:01,-0.7244
1979:04:02,-0.833691
1979:04:03,-0.930989
1979:04:04,-1.01633
1979:04:05,-1.08976
1979:04:06,-1.15129
1979:04:07,-1.20095
1979:04:08,-1.23877
1979:04:09,-1.26979
1979:04:10,-1.29402
1979:04:11,-1.31148
1979:04:12,-1.32217
1979:04:13,-1.3261
1979:04:14,-1.32326
1979:04:15,-1.31366
1979:04:16,-1.30029
1979:04:17,-1.28314
1979:04:18,-1.26221
1979:04:19,-1.23749
1979:04:20,-1.20897
1979:04:21,-1.17663
1979:04:22,-1.14048
1979:04:23,-1.09836
1979:04:24,-1.05026
1979:04:25,-0.996172
1979:04:26,-0.936066
1979:04:27,-0.869919
1979:04:28,-0.797706
1979:04:29,-0.719398
1979:04:30,-0.633937
1979:05:01,-0.541289
1979:05:02,-0.453028
1979:05:03,-0.369122
1979:05:04,-0.289537
1979:05:05,-0.214241
1979:05:06,-0.143205
1979:05:07,-0.0765749
1979:05:08,-0.0143237
1979:05:09,0.0435727
1979:05:10,0.0971372
1979:05:11,0.146391
1979:05:12,0.191353
1979:05:13,0.232041
1979:05:14,0.268993
1979:05:15,0.302224
1979:05:16,0.331747
1979:05:17,0.357574
1979:05:18,0.379714
1979:05:19,0.398176
1979:05:20,0.412968
1979:05:21,0.424155
1979:05:22,0.431742
1979:05:23,0.435731
1979:05:24,0.436125
1979:05:25,0.432923
1979:05:26,0.426124
1979:05:27,0.415726
1979:05:28,0.400993
1979:05:29,0.38192
1979:05:30,0.358498
1979:05:31,0.330719
1979:06:01,0.298572
1979:06:02,0.266267
1979:06:03,0.233792
1979:06:04,0.202998
1979:06:05,0.173874
1979:06:06,0.146409
1979:06:07,0.120591
1979:06:08,0.096411
1979:06:09,0.0738588
1979:06:10,0.0529258
1979:06:11,0.0316692
1979:06:12,0.0100805
1979:06:13,-0.0118487
1979:06:14,-0.0341271
1979:06:15,-0.0567634
1979:06:16,-0.0797665
1979:06:17,-0.103146
1979:06:18,-0.125039
1979:06:19,-0.145456
1979:06:20,-0.164404
1979:06:21,-0.181891
1979:06:22,-0.197923
1979:06:23,-0.212507
1979:06:24,-0.225649
1979:06:25,-0.239056
1979:06:26,-0.252734
1979:06:27,-0.266687
1979:06:28,-0.280922
1979:06:29,-0.295443
1979:06:30,-0.310258
1979:07:01,-0.325371
1979:07:02,-0.340289
1979:07:03,-0.355017
1979:07:04,-0.369563
1979:07:05,-0.383931
1979:07:06,-0.398128
1979:07:07,-0.412158
1979:07:08,-0.426027
1979:07:09,-0.439708
1979:07:10,-0.453206
1979:07:11,-0.466527
1979:07:12,-0.479676
1979:07:13,-0.492658
1979:07:14,-0.505477
1979:07:15,-0.51814
1979:07:16,-0.529436
1979:07:17,-0.53937
1979:07:18,-0.547945
1979:07:19,-0.555165
1979:07:20,-0.561033
1979:07:21,-0.56555
1979:07:22,-0.56872
1979:07:23,-0.572147
1979:07:24,-0.575833
1979:07:25,-0.579779
1979:07:26,-0.583987
1979:07:27,-0.58846
1979:07:28,-0.593197
1979:07:29,-0.598202
1979:07:30,-0.601902
1979:07:31,-0.604299
1979:08:01,-0.605394
1979:08:02,-0.605125
1979:08:03,-0.603491
1979:08:04,-0.600491
1979:08:05,-0.596125
1979:08:06,-0.592717
1979:08:07,-0.590265
1979:08:08,-0.588769
1979:08:09,-0.588227
1979:08:10,-0.58864
1979:08:11,-0.590007
1979:08:12,-0.59233
1979:08:13,-0.594415
1979:08:14,-0.596265
1979:08:15,-0.59788
1979:08:16,-0.599261
1979:08:17,-0.600407
1979:08:18,-0.60132
1979:08:19,-0.602
1979:08:20,-0.602355
1979:08:21,-0.602386
1979:08:22,-0.602094
1979:08:23,-0.601477
1979:08:24,-0.600535
1979:08:25,-0.599269
1979:08:26,-0.597677
1979:08:27,-0.595936
1979:08:28,-0.594045
1979:08:29,-0.592003
