Date,ADS_Index
1993:12:18,0.925206
1993:12:19,0.907717
1993:12:20,0.885891
1993:12:21,0.85972
1993:12:22,0.829193
1993:12:23,0.794299
1993:12:24,0.755023
1993:12:25,0.71135
1993:12:26,0.663263
1993:12:27,0.614831
1993:12:28,0.566034
1993:12:29,0.516854
1993:12:30,0.46727
1993:12:31,0.417264
1994:01:01,0.366816
1994:01:02,0.320481
1994:01:03,0.276043
1994:01:04,0.233483
1994:01:05,0.192785
1994:01:06,0.153933
1994:01:07,0.116911
1994:01:08,0.081706
1994:01:09,0.0483028
1994:01:10,0.0171174
1994:01:11,-0.0118624
1994:01:12,-0.038648
1994:01:13,-0.06325
1994:01:14,-0.0856781
1994:01:15,-0.105941
1994:01:16,-0.124047
1994:01:17,-0.140729
1994:01:18,-0.155996
1994:01:19,-0.169851
1994:01:20,-0.182301
1994:01:21,-0.193351
1994:01:22,-0.203006
1994:01:23,-0.211268
1994:01:24,-0.215475
1994:01:25,-0.215629
1994:01:26,-0.211729
1994:01:27,-0.203774
1994:01:28,-0.191762
1994:01:29,-0.175687
1994:01:30,-0.155542
1994:01:31,-0.135778
1994:02:01,-0.116386
1994:02:02,-0.0976539
1994:02:03,-0.0795731
1994:02:04,-0.0621371
1994:02:05,-0.0453389
1994:02:06,-0.0291719
1994:02:07,-0.0119449
1994:02:08,0.00634887
1994:02:09,0.0257166
1994:02:10,0.0461659
1994:02:11,0.0677049
1994:02:12,0.0903419
1994:02:13,0.114086
1994:02:14,0.139185
1994:02:15,0.165648
1994:02:16,0.193485
1994:02:17,0.222709
1994:02:18,0.25333
1994:02:19,0.28536
1994:02:20,0.318812
1994:02:21,0.35268
1994:02:22,0.386978
1994:02:23,0.42172
1994:02:24,0.456918
1994:02:25,0.492586
1994:02:26,0.528739
1994:02:27,0.565392
1994:02:28,0.604644
1994:03:01,0.646513
1994:03:02,0.686995
1994:03:03,0.726109
1994:03:04,0.763868
1994:03:05,0.800288
1994:03:06,0.835383
1994:03:07,0.86795
1994:03:08,0.898001
1994:03:09,0.925549
1994:03:10,0.950603
1994:03:11,0.973175
1994:03:12,0.993272
1994:03:13,1.0109
1994:03:14,1.02599
1994:03:15,1.03854
1994:03:16,1.04856
1994:03:17,1.05604
1994:03:18,1.061
1994:03:19,1.06344
1994:03:20,1.06335
1994:03:21,1.06069
1994:03:22,1.05544
1994:03:23,1.04761
1994:03:24,1.0372
1994:03:25,1.0242
1994:03:26,1.0086
1994:03:27,0.990398
1994:03:28,0.970925
1994:03:29,0.950172
1994:03:30,0.92813
1994:03:31,0.90479
1994:04:01,0.880143
1994:04:02,0.856877
1994:04:03,0.834982
1994:04:04,0.813866
1994:04:05,0.79352
1994:04:06,0.773938
1994:04:07,0.75511
1994:04:08,0.73703
1994:04:09,0.719691
1994:04:10,0.703085
1994:04:11,0.68711
1994:04:12,0.67176
1994:04:13,0.657029
1994:04:14,0.64291
1994:04:15,0.629399
1994:04:16,0.61649
1994:04:17,0.604178
1994:04:18,0.591183
1994:04:19,0.5775
1994:04:20,0.563123
1994:04:21,0.548048
1994:04:22,0.532267
1994:04:23,0.515775
1994:04:24,0.498566
1994:04:25,0.482225
1994:04:26,0.466745
1994:04:27,0.452121
1994:04:28,0.438347
1994:04:29,0.425417
1994:04:30,0.413327
1994:05:01,0.402072
1994:05:02,0.392648
1994:05:03,0.385052
1994:05:04,0.379282
1994:05:05,0.375335
1994:05:06,0.373209
1994:05:07,0.372903
1994:05:08,0.374418
1994:05:09,0.376063
1994:05:10,0.377838
1994:05:11,0.379743
1994:05:12,0.38178
1994:05:13,0.38395
1994:05:14,0.386252
1994:05:15,0.388689
1994:05:16,0.391613
1994:05:17,0.395025
1994:05:18,0.398927
1994:05:19,0.403321
1994:05:20,0.408207
1994:05:21,0.413588
1994:05:22,0.419466
1994:05:23,0.425573
1994:05:24,0.43191
1994:05:25,0.43848
1994:05:26,0.445286
1994:05:27,0.45233
1994:05:28,0.459616
1994:05:29,0.467146
1994:05:30,0.47519
1994:05:31,0.483753
1994:06:01,0.492836
1994:06:02,0.500858
1994:06:03,0.507821
1994:06:04,0.513729
1994:06:05,0.518584
1994:06:06,0.522205
1994:06:07,0.524596
1994:06:08,0.525756
1994:06:09,0.525686
1994:06:10,0.524387
1994:06:11,0.521857
1994:06:12,0.518095
1994:06:13,0.513317
1994:06:14,0.507519
1994:06:15,0.5007
1994:06:16,0.492856
1994:06:17,0.483986
1994:06:18,0.474085
1994:06:19,0.463149
1994:06:20,0.45148
1994:06:21,0.439075
1994:06:22,0.425927
1994:06:23,0.412033
1994:06:24,0.397385
1994:06:25,0.381979
1994:06:26,0.365809
1994:06:27,0.348316
1994:06:28,0.329494
1994:06:29,0.309334
1994:06:30,0.287829
1994:07:01,0.264971
1994:07:02,0.243405
1994:07:03,0.223124
1994:07:04,0.204731
1994:07:05,0.188218
1994:07:06,0.173579
1994:07:07,0.160808
1994:07:08,0.149901
1994:07:09,0.140853
1994:07:10,0.13366
1994:07:11,0.128821
1994:07:12,0.126334
1994:07:13,0.126199
1994:07:14,0.128415
1994:07:15,0.132982
1994:07:16,0.139904
1994:07:17,0.149182
1994:07:18,0.159398
1994:07:19,0.170553
1994:07:20,0.182654
1994:07:21,0.195705
1994:07:22,0.209711
1994:07:23,0.224678
1994:07:24,0.240611
1994:07:25,0.257559
1994:07:26,0.275528
1994:07:27,0.294525
1994:07:28,0.314559
1994:07:29,0.335636
1994:07:30,0.357765
1994:07:31,0.380955
1994:08:01,0.40608
1994:08:02,0.430019
1994:08:03,0.452782
1994:08:04,0.474379
1994:08:05,0.494818
1994:08:06,0.514106
1994:08:07,0.532252
1994:08:08,0.548876
1994:08:09,0.563985
1994:08:10,0.577585
1994:08:11,0.58968
1994:08:12,0.600276
1994:08:13,0.609377
1994:08:14,0.616986
1994:08:15,0.623064
1994:08:16,0.627613
1994:08:17,0.630636
1994:08:18,0.632132
1994:08:19,0.632103
1994:08:20,0.630549
1994:08:21,0.627469
1994:08:22,0.62349
1994:08:23,0.61861
1994:08:24,0.612828
1994:08:25,0.606142
1994:08:26,0.598548
1994:08:27,0.590043
1994:08:28,0.580625
1994:08:29,0.569749
1994:08:30,0.557412
1994:08:31,0.543607
1994:09:01,0.528329
1994:09:02,0.513906
1994:09:03,0.500329
1994:09:04,0.487596
1994:09:05,0.475414
1994:09:06,0.463781
1994:09:07,0.45269
1994:09:08,0.442139
1994:09:09,0.432122
1994:09:10,0.422636
1994:09:11,0.413677
1994:09:12,0.405361
1994:09:13,0.397684
1994:09:14,0.390644
1994:09:15,0.384238
1994:09:16,0.378463
1994:09:17,0.373317
1994:09:18,0.368798
1994:09:19,0.365076
1994:09:20,0.36215
1994:09:21,0.360018
1994:09:22,0.35868
1994:09:23,0.358135
1994:09:24,0.358383
1994:09:25,0.359424
1994:09:26,0.361531
1994:09:27,0.364703
1994:09:28,0.368944
1994:09:29,0.374253
1994:09:30,0.380634
1994:10:01,0.388088
1994:10:02,0.395731
1994:10:03,0.40385
1994:10:04,0.412448
1994:10:05,0.421528
1994:10:06,0.431094
1994:10:07,0.441149
1994:10:08,0.451698
1994:10:09,0.462745
1994:10:10,0.473545
1994:10:11,0.484101
1994:10:12,0.494418
1994:10:13,0.5045
1994:10:14,0.514351
1994:10:15,0.523975
1994:10:16,0.533376
1994:10:17,0.542603
1994:10:18,0.55166
1994:10:19,0.56055
1994:10:20,0.569278
1994:10:21,0.577846
1994:10:22,0.586258
1994:10:23,0.594517
1994:10:24,0.6029
1994:10:25,0.61141
1994:10:26,0.62005
1994:10:27,0.628824
1994:10:28,0.637734
1994:10:29,0.646786
1994:10:30,0.655982
1994:10:31,0.665152
1994:11:01,0.674301
1994:11:02,0.68303
1994:11:03,0.691341
1994:11:04,0.699239
1994:11:05,0.706726
1994:11:06,0.713806
1994:11:07,0.720665
1994:11:08,0.727305
1994:11:09,0.733729
1994:11:10,0.739941
1994:11:11,0.745941
1994:11:12,0.751733
1994:11:13,0.757319
1994:11:14,0.762525
1994:11:15,0.767354
1994:11:16,0.771807
1994:11:17,0.775885
1994:11:18,0.779592
1994:11:19,0.782927
1994:11:20,0.785893
1994:11:21,0.788761
1994:11:22,0.791534
1994:11:23,0.794211
1994:11:24,0.796795
1994:11:25,0.799285
1994:11:26,0.801683
1994:11:27,0.803991
1994:11:28,0.80585
1994:11:29,0.807263
1994:11:30,0.808228
1994:12:01,0.808748
1994:12:02,0.808496
1994:12:03,0.80747
1994:12:04,0.805673
1994:12:05,0.803547
1994:12:06,0.801094
1994:12:07,0.798312
1994:12:08,0.7952
1994:12:09,0.791756
1994:12:10,0.78798
1994:12:11,0.78387
1994:12:12,0.779245
1994:12:13,0.774103
1994:12:14,0.768443
1994:12:15,0.762262
1994:12:16,0.755558
1994:12:17,0.748328
1994:12:18,0.740569
1994:12:19,0.731501
1994:12:20,0.721122
1994:12:21,0.709426
1994:12:22,0.696409
1994:12:23,0.682067
1994:12:24,0.666393
1994:12:25,0.649381
1994:12:26,0.631945
1994:12:27,0.614078
1994:12:28,0.595773
1994:12:29,0.577022
1994:12:30,0.557819
1994:12:31,0.538156
1995:01:01,0.518025
1995:01:02,0.498508
1995:01:03,0.479597
1995:01:04,0.461285
1995:01:05,0.443564
1995:01:06,0.426428
1995:01:07,0.40987
1995:01:08,0.393884
1995:01:09,0.378017
1995:01:10,0.362265
1995:01:11,0.346621
1995:01:12,0.331079
1995:01:13,0.315633
1995:01:14,0.300277
1995:01:15,0.285004
1995:01:16,0.2684
1995:01:17,0.250458
1995:01:18,0.231171
1995:01:19,0.210532
1995:01:20,0.188533
1995:01:21,0.165164
1995:01:22,0.140417
1995:01:23,0.115189
1995:01:24,0.0894693
1995:01:25,0.0632484
1995:01:26,0.0365159
1995:01:27,0.00926123
1995:01:28,-0.0185263
1995:01:29,-0.0468577
1995:01:30,-0.0757227
1995:01:31,-0.105133
1995:02:01,-0.1351
1995:02:02,-0.16377
1995:02:03,-0.191156
1995:02:04,-0.217268
1995:02:05,-0.242115
1995:02:06,-0.26464
1995:02:07,-0.284851
1995:02:08,-0.302755
1995:02:09,-0.31836
1995:02:10,-0.331673
1995:02:11,-0.342697
1995:02:12,-0.351438
1995:02:13,-0.359194
1995:02:14,-0.365968
1995:02:15,-0.371763
1995:02:16,-0.376581
1995:02:17,-0.380424
1995:02:18,-0.383293
1995:02:19,-0.38519
1995:02:20,-0.386213
1995:02:21,-0.386363
1995:02:22,-0.385641
1995:02:23,-0.384045
1995:02:24,-0.381575
1995:02:25,-0.37823
1995:02:26,-0.374009
1995:02:27,-0.368461
1995:02:28,-0.361585
1995:03:01,-0.353377
1995:03:02,-0.345828
1995:03:03,-0.338934
1995:03:04,-0.332693
1995:03:05,-0.327102
1995:03:06,-0.321924
1995:03:07,-0.317158
1995:03:08,-0.3128
1995:03:09,-0.30885
1995:03:10,-0.305307
1995:03:11,-0.302167
1995:03:12,-0.299431
1995:03:13,-0.297631
1995:03:14,-0.296764
1995:03:15,-0.296832
1995:03:16,-0.297835
1995:03:17,-0.299771
1995:03:18,-0.302643
1995:03:19,-0.306452
1995:03:20,-0.311524
1995:03:21,-0.317862
1995:03:22,-0.325467
1995:03:23,-0.334344
1995:03:24,-0.344495
1995:03:25,-0.355925
1995:03:26,-0.368638
1995:03:27,-0.382026
1995:03:28,-0.396096
1995:03:29,-0.410853
1995:03:30,-0.426302
1995:03:31,-0.44245
1995:04:01,-0.459303
1995:04:02,-0.47516
1995:04:03,-0.489625
1995:04:04,-0.502706
1995:04:05,-0.514407
1995:04:06,-0.524732
1995:04:07,-0.533687
1995:04:08,-0.541274
1995:04:09,-0.547496
1995:04:10,-0.552529
1995:04:11,-0.556374
1995:04:12,-0.559033
1995:04:13,-0.560506
1995:04:14,-0.560796
1995:04:15,-0.5599
1995:04:16,-0.55782
1995:04:17,-0.555179
1995:04:18,-0.551975
1995:04:19,-0.548207
1995:04:20,-0.543875
1995:04:21,-0.538975
1995:04:22,-0.533507
1995:04:23,-0.527468
1995:04:24,-0.519859
1995:04:25,-0.510678
1995:04:26,-0.49992
1995:04:27,-0.487582
1995:04:28,-0.473658
1995:04:29,-0.458144
1995:04:30,-0.441032
1995:05:01,-0.423056
1995:05:02,-0.405217
1995:05:03,-0.387506
1995:05:04,-0.369918
1995:05:05,-0.352444
1995:05:06,-0.335079
1995:05:07,-0.317816
1995:05:08,-0.300498
1995:05:09,-0.283119
1995:05:10,-0.265672
1995:05:11,-0.24815
1995:05:12,-0.230546
1995:05:13,-0.212853
1995:05:14,-0.195064
1995:05:15,-0.176747
1995:05:16,-0.157895
1995:05:17,-0.1385
1995:05:18,-0.118555
1995:05:19,-0.0980513
1995:05:20,-0.0769813
1995:05:21,-0.0553367
1995:05:22,-0.0337135
1995:05:23,-0.0121034
1995:05:24,0.00950231
1995:05:25,0.031112
1995:05:26,0.0527342
1995:05:27,0.0743774
1995:05:28,0.0960502
1995:05:29,0.117367
1995:05:30,0.138335
1995:05:31,0.158964
1995:06:01,0.179261
1995:06:02,0.196869
1995:06:03,0.211793
1995:06:04,0.22404
1995:06:05,0.234382
1995:06:06,0.242823
1995:06:07,0.249366
1995:06:08,0.254013
1995:06:09,0.256767
1995:06:10,0.257629
1995:06:11,0.256598
1995:06:12,0.253952
1995:06:13,0.249691
1995:06:14,0.243811
1995:06:15,0.236311
1995:06:16,0.227188
1995:06:17,0.216439
1995:06:18,0.204058
1995:06:19,0.188638
1995:06:20,0.170172
1995:06:21,0.148652
1995:06:22,0.124071
1995:06:23,0.0964178
1995:06:24,0.0656827
1995:06:25,0.0318533
1995:06:26,-0.00436356
1995:06:27,-0.0429822
1995:06:28,-0.0840178
1995:06:29,-0.127487
1995:06:30,-0.173405
1995:07:01,-0.221793
1995:07:02,-0.266751
1995:07:03,-0.307429
1995:07:04,-0.343841
1995:07:05,-0.376002
1995:07:06,-0.403925
1995:07:07,-0.42762
1995:07:08,-0.447098
1995:07:09,-0.462365
1995:07:10,-0.47342
1995:07:11,-0.480267
1995:07:12,-0.48291
1995:07:13,-0.481349
1995:07:14,-0.475583
1995:07:15,-0.465611
1995:07:16,-0.451428
1995:07:17,-0.433724
1995:07:18,-0.41249
1995:07:19,-0.38772
1995:07:20,-0.359403
1995:07:21,-0.327528
1995:07:22,-0.292082
1995:07:23,-0.253052
1995:07:24,-0.212205
1995:07:25,-0.169524
1995:07:26,-0.124992
1995:07:27,-0.0785926
1995:07:28,-0.0303068
1995:07:29,0.0198843
1995:07:30,0.0720002
1995:07:31,0.127826
1995:08:01,0.187384
1995:08:02,0.243955
1995:08:03,0.297562
1995:08:04,0.348224
1995:08:05,0.395963
1995:08:06,0.440797
1995:08:07,0.482871
1995:08:08,0.522201
1995:08:09,0.558804
1995:08:10,0.592693
1995:08:11,0.623882
1995:08:12,0.652384
1995:08:13,0.678208
1995:08:14,0.701708
1995:08:15,0.722892
1995:08:16,0.741768
1995:08:17,0.758343
1995:08:18,0.772625
1995:08:19,0.784619
1995:08:20,0.79433
1995:08:21,0.801235
1995:08:22,0.805338
1995:08:23,0.806639
1995:08:24,0.805139
1995:08:25,0.800838
1995:08:26,0.793735
1995:08:27,0.783825
1995:08:28,0.771049
1995:08:29,0.755401
1995:08:30,0.736875
1995:08:31,0.715464
1995:09:01,0.691159
1995:09:02,0.666717
1995:09:03,0.642129
1995:09:04,0.618268
1995:09:05,0.595125
1995:09:06,0.572691
1995:09:07,0.550958
1995:09:08,0.529916
1995:09:09,0.509557
1995:09:10,0.489873
1995:09:11,0.470361
1995:09:12,0.451012
1995:09:13,0.431818
1995:09:14,0.412773
1995:09:15,0.393868
1995:09:16,0.375097
1995:09:17,0.356451
1995:09:18,0.336644
1995:09:19,0.315667
1995:09:20,0.293513
1995:09:21,0.270172
1995:09:22,0.245635
1995:09:23,0.219893
1995:09:24,0.192936
1995:09:25,0.165838
1995:09:26,0.138589
1995:09:27,0.111177
1995:09:28,0.0835931
1995:09:29,0.0558253
1995:09:30,0.0278629
1995:10:01,-0.000305097
1995:10:02,-0.0263218
1995:10:03,-0.0501974
1995:10:04,-0.0719414
1995:10:05,-0.0915622
1995:10:06,-0.109068
1995:10:07,-0.124464
1995:10:08,-0.137759
1995:10:09,-0.150034
1995:10:10,-0.161294
1995:10:11,-0.171544
1995:10:12,-0.180788
1995:10:13,-0.189029
1995:10:14,-0.196271
1995:10:15,-0.202517
1995:10:16,-0.207689
1995:10:17,-0.211789
1995:10:18,-0.214819
1995:10:19,-0.21678
1995:10:20,-0.217673
1995:10:21,-0.217498
1995:10:22,-0.216256
1995:10:23,-0.213312
1995:10:24,-0.208666
1995:10:25,-0.202315
1995:10:26,-0.194258
1995:10:27,-0.184491
1995:10:28,-0.17301
1995:10:29,-0.159812
1995:10:30,-0.145229
1995:10:31,-0.129256
1995:11:01,-0.111888
1995:11:02,-0.0948945
1995:11:03,-0.0782689
1995:11:04,-0.0620047
1995:11:05,-0.0460955
1995:11:06,-0.0311086
1995:11:07,-0.0170381
1995:11:08,-0.0038784
1995:11:09,0.00837558
1995:11:10,0.0197287
1995:11:11,0.0301854
1995:11:12,0.0397498
1995:11:13,0.0492842
1995:11:14,0.0587921
1995:11:15,0.0682774
1995:11:16,0.0777438
1995:11:17,0.0871949
1995:11:18,0.0966347
1995:11:19,0.106067
1995:11:20,0.115104
1995:11:21,0.123752
1995:11:22,0.132012
1995:11:23,0.139888
1995:11:24,0.147383
1995:11:25,0.154501
1995:11:26,0.161243
1995:11:27,0.167346
1995:11:28,0.172812
1995:11:29,0.177644
1995:11:30,0.181842
1995:12:01,0.18541
1995:12:02,0.187473
1995:12:03,0.188031
1995:12:04,0.186125
1995:12:05,0.181754
1995:12:06,0.174917
1995:12:07,0.165611
1995:12:08,0.153831
1995:12:09,0.139574
1995:12:10,0.122834
1995:12:11,0.10601
1995:12:12,0.0890943
1995:12:13,0.0720809
1995:12:14,0.054963
1995:12:15,0.0377339
1995:12:16,0.0203868
1995:12:17,0.00291495
1995:12:18,-0.0158512
1995:12:19,-0.0359189
1995:12:20,-0.0572961
1995:12:21,-0.0799912
1995:12:22,-0.104013
1995:12:23,-0.129371
1995:12:24,-0.156076
1995:12:25,-0.184884
1995:12:26,-0.215807
1995:12:27,-0.248857
1995:12:28,-0.284048
1995:12:29,-0.321392
1995:12:30,-0.360906
1995:12:31,-0.402603
1996:01:01,-0.445779
1996:01:02,-0.485239
1996:01:03,-0.520999
1996:01:04,-0.553072
1996:01:05,-0.581473
1996:01:06,-0.606211
1996:01:07,-0.627296
1996:01:08,-0.646114
1996:01:09,-0.662672
1996:01:10,-0.676976
1996:01:11,-0.689031
1996:01:12,-0.698844
1996:01:13,-0.706416
1996:01:14,-0.711753
1996:01:15,-0.709899
1996:01:16,-0.700856
1996:01:17,-0.684618
1996:01:18,-0.661181
1996:01:19,-0.630534
1996:01:20,-0.592666
1996:01:21,-0.547562
1996:01:22,-0.500062
1996:01:23,-0.450148
1996:01:24,-0.3978
1996:01:25,-0.342998
1996:01:26,-0.28572
1996:01:27,-0.225943
1996:01:28,-0.163645
1996:01:29,-0.0981016
1996:01:30,-0.0292877
1996:01:31,0.0428239
1996:02:01,0.118262
1996:02:02,0.188879
1996:02:03,0.254704
1996:02:04,0.315762
1996:02:05,0.373291
1996:02:06,0.427313
1996:02:07,0.47785
1996:02:08,0.524922
1996:02:09,0.568547
1996:02:10,0.608742
1996:02:11,0.645523
1996:02:12,0.678179
1996:02:13,0.706722
1996:02:14,0.731164
1996:02:15,0.751514
1996:02:16,0.76778
1996:02:17,0.779969
1996:02:18,0.788086
1996:02:19,0.791499
1996:02:20,0.790212
1996:02:21,0.784222
1996:02:22,0.773528
1996:02:23,0.758125
1996:02:24,0.738008
1996:02:25,0.713168
1996:02:26,0.684508
1996:02:27,0.652015
1996:02:28,0.615678
1996:02:29,0.575482
1996:03:01,0.531411
1996:03:02,0.489624
1996:03:03,0.450104
1996:03:04,0.412357
1996:03:05,0.376365
1996:03:06,0.342117
1996:03:07,0.309597
1996:03:08,0.278793
1996:03:09,0.249694
1996:03:10,0.222287
1996:03:11,0.197892
1996:03:12,0.176501
1996:03:13,0.158104
1996:03:14,0.142695
1996:03:15,0.130267
1996:03:16,0.120815
1996:03:17,0.114336
1996:03:18,0.111712
1996:03:19,0.11294
1996:03:20,0.118023
1996:03:21,0.126961
1996:03:22,0.139758
1996:03:23,0.15642
1996:03:24,0.176952
1996:03:25,0.198026
1996:03:26,0.21965
1996:03:27,0.241831
1996:03:28,0.26458
1996:03:29,0.287905
1996:03:30,0.311814
1996:03:31,0.336319
1996:04:01,0.361815
1996:04:02,0.386027
1996:04:03,0.408963
1996:04:04,0.430632
1996:04:05,0.451044
1996:04:06,0.470205
1996:04:07,0.488124
1996:04:08,0.505339
1996:04:09,0.521856
1996:04:10,0.537683
1996:04:11,0.552824
1996:04:12,0.567287
1996:04:13,0.581076
1996:04:14,0.594198
1996:04:15,0.607697
1996:04:16,0.62158
1996:04:17,0.635851
1996:04:18,0.650517
1996:04:19,0.665583
1996:04:20,0.681055
1996:04:21,0.696939
1996:04:22,0.711633
1996:04:23,0.725143
1996:04:24,0.737476
1996:04:25,0.748634
1996:04:26,0.758623
1996:04:27,0.767448
1996:04:28,0.77511
1996:04:29,0.782498
1996:04:30,0.789614
1996:05:01,0.796462
1996:05:02,0.80236
1996:05:03,0.807311
1996:05:04,0.811317
1996:05:05,0.814379
1996:05:06,0.817357
1996:05:07,0.820253
1996:05:08,0.823068
1996:05:09,0.825802
1996:05:10,0.828458
1996:05:11,0.831035
1996:05:12,0.833535
1996:05:13,0.835025
1996:05:14,0.835505
1996:05:15,0.834974
1996:05:16,0.833434
1996:05:17,0.830883
1996:05:18,0.827321
1996:05:19,0.822745
1996:05:20,0.81737
1996:05:21,0.811192
1996:05:22,0.80421
1996:05:23,0.796421
1996:05:24,0.787822
1996:05:25,0.778409
1996:05:26,0.768178
1996:05:27,0.75707
1996:05:28,0.74508
1996:05:29,0.732203
1996:05:30,0.718435
1996:05:31,0.70377
1996:06:01,0.688201
1996:06:02,0.672553
1996:06:03,0.657439
1996:06:04,0.642851
1996:06:05,0.628786
1996:06:06,0.615236
1996:06:07,0.602198
1996:06:08,0.589665
1996:06:09,0.577633
1996:06:10,0.565193
1996:06:11,0.552339
1996:06:12,0.539067
1996:06:13,0.525371
1996:06:14,0.511246
1996:06:15,0.496686
1996:06:16,0.481686
1996:06:17,0.46658
1996:06:18,0.451362
1996:06:19,0.436025
1996:06:20,0.420565
1996:06:21,0.404974
1996:06:22,0.389247
1996:06:23,0.373378
1996:06:24,0.357209
1996:06:25,0.340735
1996:06:26,0.323949
1996:06:27,0.306845
1996:06:28,0.289415
1996:06:29,0.271653
1996:06:30,0.253552
1996:07:01,0.235494
1996:07:02,0.218645
1996:07:03,0.202997
1996:07:04,0.188546
1996:07:05,0.175284
1996:07:06,0.163207
1996:07:07,0.15231
1996:07:08,0.142585
1996:07:09,0.13403
1996:07:10,0.12664
1996:07:11,0.120412
1996:07:12,0.115345
1996:07:13,0.111436
1996:07:14,0.108683
1996:07:15,0.106182
1996:07:16,0.103931
1996:07:17,0.10193
1996:07:18,0.100177
1996:07:19,0.0986732
1996:07:20,0.0974164
1996:07:21,0.0964066
1996:07:22,0.0960787
1996:07:23,0.0964327
1996:07:24,0.0974686
1996:07:25,0.0991868
1996:07:26,0.101588
1996:07:27,0.104673
1996:07:28,0.108444
1996:07:29,0.11308
1996:07:30,0.118583
1996:07:31,0.124955
1996:08:01,0.132199
1996:08:02,0.139147
1996:08:03,0.145801
1996:08:04,0.152165
1996:08:05,0.158516
1996:08:06,0.164858
1996:08:07,0.171192
1996:08:08,0.177522
1996:08:09,0.18385
1996:08:10,0.190178
1996:08:11,0.196508
1996:08:12,0.202855
1996:08:13,0.209221
1996:08:14,0.215608
1996:08:15,0.222019
1996:08:16,0.228456
1996:08:17,0.234922
1996:08:18,0.24142
1996:08:19,0.247782
1996:08:20,0.254009
1996:08:21,0.260106
1996:08:22,0.266073
1996:08:23,0.271914
1996:08:24,0.27763
1996:08:25,0.283225
1996:08:26,0.288296
1996:08:27,0.292848
1996:08:28,0.29688
1996:08:29,0.300396
1996:08:30,0.303395
1996:08:31,0.30588
1996:09:01,0.307852
1996:09:02,0.309507
1996:09:03,0.310848
1996:09:04,0.311874
1996:09:05,0.312585
1996:09:06,0.312982
1996:09:07,0.313066
1996:09:08,0.312836
1996:09:09,0.312342
1996:09:10,0.311584
1996:09:11,0.310561
1996:09:12,0.309273
1996:09:13,0.30772
1996:09:14,0.305902
1996:09:15,0.303816
1996:09:16,0.301875
1996:09:17,0.300079
1996:09:18,0.298427
1996:09:19,0.296918
1996:09:20,0.295551
1996:09:21,0.294326
1996:09:22,0.293242
1996:09:23,0.291498
1996:09:24,0.289093
1996:09:25,0.286026
1996:09:26,0.282296
1996:09:27,0.277901
1996:09:28,0.27284
1996:09:29,0.26711
1996:09:30,0.260293
1996:10:01,0.252384
1996:10:02,0.244884
1996:10:03,0.237788
1996:10:04,0.231094
1996:10:05,0.224799
1996:10:06,0.2189
1996:10:07,0.213921
1996:10:08,0.209859
1996:10:09,0.206712
1996:10:10,0.204479
1996:10:11,0.203159
1996:10:12,0.202752
1996:10:13,0.203257
1996:10:14,0.204766
1996:10:15,0.207277
1996:10:16,0.210793
1996:10:17,0.215315
1996:10:18,0.220844
1996:10:19,0.227382
1996:10:20,0.234933
1996:10:21,0.244233
1996:10:22,0.255285
1996:10:23,0.268094
1996:10:24,0.282665
1996:10:25,0.299003
1996:10:26,0.317115
1996:10:27,0.337008
1996:10:28,0.357138
1996:10:29,0.377513
1996:10:30,0.39814
1996:10:31,0.419029
1996:11:01,0.440186
1996:11:02,0.459076
1996:11:03,0.475705
1996:11:04,0.490573
1996:11:05,0.503683
1996:11:06,0.515042
1996:11:07,0.524653
1996:11:08,0.532521
1996:11:09,0.538649
1996:11:10,0.543039
1996:11:11,0.546686
1996:11:12,0.549593
1996:11:13,0.55176
1996:11:14,0.553188
1996:11:15,0.553877
1996:11:16,0.553829
1996:11:17,0.553042
1996:11:18,0.55108
1996:11:19,0.547943
1996:11:20,0.543628
1996:11:21,0.538134
1996:11:22,0.531459
1996:11:23,0.5236
1996:11:24,0.514554
1996:11:25,0.503409
1996:11:26,0.49016
1996:11:27,0.474802
1996:11:28,0.457328
1996:11:29,0.437733
1996:11:30,0.416007
1996:12:01,0.392144
1996:12:02,0.370042
1996:12:03,0.349695
1996:12:04,0.331093
1996:12:05,0.31423
1996:12:06,0.299099
1996:12:07,0.285693
1996:12:08,0.274008
1996:12:09,0.262877
1996:12:10,0.252295
1996:12:11,0.242258
1996:12:12,0.232762
1996:12:13,0.223803
1996:12:14,0.215378
1996:12:15,0.207484
1996:12:16,0.200152
1996:12:17,0.19338
1996:12:18,0.187166
1996:12:19,0.181506
1996:12:20,0.176398
1996:12:21,0.171842
1996:12:22,0.167833
1996:12:23,0.164775
1996:12:24,0.162666
1996:12:25,0.161504
1996:12:26,0.16129
1996:12:27,0.162023
1996:12:28,0.163704
1996:12:29,0.166333
1996:12:30,0.169151
1996:12:31,0.172158
1997:01:01,0.175356
1997:01:02,0.179449
1997:01:03,0.184441
1997:01:04,0.190331
1997:01:05,0.197124
1997:01:06,0.204224
1997:01:07,0.211636
1997:01:08,0.219362
1997:01:09,0.227405
1997:01:10,0.235768
1997:01:11,0.244454
1997:01:12,0.253468
1997:01:13,0.264789
1997:01:14,0.278422
1997:01:15,0.294373
1997:01:16,0.312647
1997:01:17,0.333253
1997:01:18,0.356197
1997:01:19,0.38149
1997:01:20,0.408006
1997:01:21,0.435756
1997:01:22,0.464752
1997:01:23,0.495003
1997:01:24,0.526523
1997:01:25,0.559323
1997:01:26,0.593417
1997:01:27,0.62875
